# file...... output/IEEE_123_feeder_0_swing_node.csv,,,,,,,
# date...... Thu Nov  1 09:19:54 2018,,,,,,,
# user...... gkris756,,,,,,,
# host...... (null),,,,,,,
# target.... meter 187,,,,,,,
# trigger... (none),,,,,,,
# interval.. 30,,,,,,,
# limit..... 0,,,,,,,
# timestamp,measured_current_A,measured_current_B,measured_current_C,measured_voltage_A,measured_voltage_B,measured_voltage_C,measured_power
2013-08-28 06:02:30 PST,+114.451-34.3653j,-49.4405-48.0741j,-22.8545+93.8547j,+6604.83+45.7623j,-3262.74-5742.9j,-3342.08+5697.07j,+1.80283e+06+542759j
2013-08-28 06:03:00 PST,+112.655-33.2714j,-57.4911-53.1776j,-22.7409+90.6737j,+6604.56+45.1362j,-3263.16-5742.33j,-3341.41+5697.15j,+1.82807e+06+554854j
2013-08-28 06:03:30 PST,+114.485-34.3063j,-58.5181-53.8446j,-23.0325+94.7179j,+6604.25+44.4371j,-3263.61-5741.72j,-3340.64+5697.23j,+1.87128e+06+577119j
2013-08-28 06:04:00 PST,+118.5-36.469j,-54.3524-51.2643j,-22.9529+95.6061j,+6603.85+43.5535j,-3264.17-5740.94j,-3339.68+5697.32j,+1.87404e+06+579220j
2013-08-28 06:04:30 PST,+115.005-34.5922j,-53.1755-50.5297j,-23.2113+95.1557j,+6604.33+44.5423j,-3263.55-5741.84j,-3340.77+5697.24j,+1.84134e+06+559654j
2013-08-28 06:05:00 PST,+115.637-34.8747j,-47.6348-46.918j,-23.1304+93.2907j,+6604.87+45.0227j,-3263.4-5742.57j,-3341.46+5697.48j,+1.79589e+06+535925j
2013-08-28 06:05:30 PST,+109.295-31.3266j,-47.7194-47.0354j,-23.3746+97.1472j,+6605.28+45.8493j,-3262.89-5743.32j,-3342.37+5697.41j,+1.77795e+06+524055j
2013-08-28 06:06:00 PST,+107.764-30.6362j,-49.5317-48.2216j,-23.3826+95.114j,+6605.5+46.3168j,-3262.6-5743.74j,-3342.88+5697.37j,+1.76906e+06+519264j
2013-08-28 06:06:30 PST,+109.732-31.595j,-49.5716-48.2528j,-23.3035+94.1254j,+6605.3+45.8644j,-3262.89-5743.35j,-3342.4+5697.43j,+1.7764e+06+522825j
2013-08-28 06:07:00 PST,+108.133-30.7612j,-52.0639-49.9034j,-23.3253+94.4805j,+6605.4+46.0638j,-3262.77-5743.52j,-3342.61+5697.41j,+1.7856e+06+527295j
2013-08-28 06:07:30 PST,+107.653-30.5255j,-51.0692-49.2545j,-23.2943+94.217j,+6605.52+46.3437j,-3262.59-5743.77j,-3342.92+5697.38j,+1.77387e+06+521502j
2013-08-28 06:08:00 PST,+112.042-32.7913j,-52.307-50.0624j,-23.1817+91.4877j,+6604.97+45.1043j,-3263.39-5742.68j,-3341.58+5697.52j,+1.79546e+06+532284j
2013-08-28 06:08:30 PST,+116.285-35.07j,-51.8571-49.8238j,-23.1923+92.87j,+6605.02+45.2017j,-3263.32-5742.77j,-3341.69+5697.51j,+1.82846e+06+550312j
2013-08-28 06:09:00 PST,+111.938-32.7975j,-49.6216-48.3562j,-23.2378+93.4502j,+6605.37+46.0281j,-3262.78-5743.49j,-3342.58+5697.4j,+1.78762e+06+528987j
2013-08-28 06:09:30 PST,+109.933-31.7403j,-49.6496-48.3425j,-23.2688+94.1306j,+6605.12+45.4439j,-3263.17-5742.98j,-3341.94+5697.48j,+1.77839e+06+524037j
2013-08-28 06:10:00 PST,+111.046-32.2575j,-48.7859-47.8002j,-23.2938+93.5479j,+6604.52+46.2708j,-3262.15-5742.87j,-3342.36+5696.54j,+1.77633e+06+522400j
2013-08-28 06:10:30 PST,+110.221-31.6304j,-47.8405-47.2135j,-23.2096+91.5228j,+6605.04+47.4027j,-3261.43-5743.9j,-3343.6+5696.43j,+1.75269e+06+508756j
2013-08-28 06:11:00 PST,+109.535-31.2894j,-46.6596-46.468j,-23.2724+92.7647j,+6604.87+47.0127j,-3261.68-5743.55j,-3343.18+5696.48j,+1.74731e+06+505798j
2013-08-28 06:11:30 PST,+111.193-32.0954j,-47.9352-47.1658j,-23.367+94.2856j,+6604.91+47.104j,-3261.62-5743.63j,-3343.27+5696.46j,+1.77538e+06+520823j
2013-08-28 06:12:00 PST,+108.78-30.8372j,-51.2218-49.3063j,-23.241+92.2915j,+6604.65+46.5177j,-3262-5743.1j,-3342.64+5696.53j,+1.7707e+06+518167j
2013-08-28 06:12:30 PST,+109.914-31.3934j,-52.02-49.7844j,-23.2076+91.0198j,+6604.64+46.4844j,-3262.03-5743.08j,-3342.61+5696.55j,+1.77616e+06+520849j
2013-08-28 06:13:00 PST,+114.497-33.6837j,-51.0918-49.2244j,-23.3088+91.1834j,+6604.68+46.5594j,-3261.98-5743.16j,-3342.7+5696.54j,+1.80136e+06+532680j
2013-08-28 06:13:30 PST,+119.544-36.2229j,-50.9263-49.1417j,-23.1972+91.2242j,+6604.3+45.6863j,-3262.54-5742.4j,-3341.76+5696.65j,+1.83338e+06+549504j
2013-08-28 06:14:00 PST,+116.194-34.469j,-50.1478-48.6807j,-23.2501+91.8218j,+6604.04+45.1039j,-3262.92-5741.88j,-3341.12+5696.71j,+1.80971e+06+536316j
2013-08-28 06:14:30 PST,+118.033-35.3907j,-50.3883-48.8186j,-23.2087+93.9953j,+6604.19+45.4139j,-3262.72-5742.17j,-3341.46+5696.68j,+1.83565e+06+551012j
2013-08-28 06:15:00 PST,+111.967-32.2705j,-52.0686-49.9271j,-23.0959+91.6875j,+6604.86+46.1216j,-3262.45-5743.09j,-3342.41+5696.92j,+1.79418e+06+529338j
2013-08-28 06:15:30 PST,+112.182-32.3734j,-52.0647-49.904j,-23.2588+94.7474j,+6604.85+46.0783j,-3262.48-5743.06j,-3342.36+5696.93j,+1.81342e+06+539367j
2013-08-28 06:16:00 PST,+112.401-32.4789j,-52.1664-49.9586j,-23.041+90.1772j,+6604.75+45.8181j,-3262.66-5742.84j,-3342.09+5696.97j,+1.78874e+06+526367j
2013-08-28 06:16:30 PST,+114.796-33.7451j,-47.4184-46.8877j,-23.0481+90.9692j,+6604.93+46.271j,-3262.35-5743.24j,-3342.58+5696.9j,+1.77592e+06+520336j
2013-08-28 06:17:00 PST,+114.432-33.7305j,-48.449-47.5672j,-23.0538+91.0216j,+6604.77+45.9539j,-3262.54-5742.94j,-3342.22+5696.92j,+1.78109e+06+523968j
2013-08-28 06:17:30 PST,+115.25-34.1401j,-47.5815-47.0317j,-23.0546+90.9705j,+6604.9+46.2319j,-3262.37-5743.19j,-3342.53+5696.89j,+1.78028e+06+523387j
2013-08-28 06:18:00 PST,+116.287-34.6162j,-47.713-47.306j,-23.1687+92.8704j,+6604.85+46.0814j,-3262.47-5743.08j,-3342.37+5696.93j,+1.80032e+06+532096j
2013-08-28 06:18:30 PST,+114.751-33.5042j,-47.7482-47.344j,-23.4248+93.1881j,+6604.87+46.0258j,-3262.53-5743.06j,-3342.33+5696.97j,+1.79324e+06+524347j
2013-08-28 06:19:00 PST,+115.997-34.1497j,-49.0302-48.1732j,-23.5514+97.6908j,+6604.67+45.5219j,-3262.87-5742.63j,-3341.79+5697.05j,+1.83644e+06+547495j
2013-08-28 06:19:30 PST,+114.684-33.4643j,-49.2747-48.3473j,-23.3861+94.306j,+6604.6+45.3878j,-3262.95-5742.51j,-3341.64+5697.06j,+1.80975e+06+533334j
2013-08-28 06:20:00 PST,+113.044-32.4809j,-49.1125-48.3015j,-23.097+92.6239j,+6604.68+46.5963j,-3261.94-5743.17j,-3342.72+5696.52j,+1.78755e+06+522342j
2013-08-28 06:20:30 PST,+120.692-36.3659j,-49.1185-48.3018j,-23.282+94.4958j,+6604.44+46.0137j,-3262.32-5742.69j,-3342.11+5696.6j,+1.84917e+06+553414j
2013-08-28 06:21:00 PST,+122.353-37.3249j,-47.2749-47.0884j,-23.1924+94.9135j,+6604.08+45.2409j,-3262.81-5742j,-3341.27+5696.68j,+1.84915e+06+554855j
2013-08-28 06:21:30 PST,+119.437-35.7777j,-48.3214-47.7883j,-23.0875+91.6029j,+6604.1+45.284j,-3262.78-5742.03j,-3341.31+5696.67j,+1.81819e+06+537779j
2013-08-28 06:22:00 PST,+112.656-32.2676j,-50.2886-49.0839j,-23.2692+92.9639j,+6604.52+46.1762j,-3262.23-5742.83j,-3342.28+5696.59j,+1.79583e+06+525147j
2013-08-28 06:22:30 PST,+115.741-33.6678j,-51.5348-49.9275j,-23.3987+97.2023j,+6604.44+45.9388j,-3262.4-5742.64j,-3342.04+5696.64j,+1.84963e+06+552296j
2013-08-28 06:23:00 PST,+114.916-33.1567j,-50.5628-49.3033j,-23.4681+97.9053j,+6604.32+45.6597j,-3262.57-5742.39j,-3341.73+5696.67j,+1.84167e+06+547203j
2013-08-28 06:23:30 PST,+116.669-33.9696j,-49.8693-48.8686j,-23.2257+93.8538j,+6604.39+45.7971j,-3262.49-5742.53j,-3341.89+5696.67j,+1.82457e+06+537974j
2013-08-28 06:24:00 PST,+115.691-33.5708j,-50.9563-49.5942j,-23.2775+94.6687j,+6604.62+46.3124j,-3262.16-5742.99j,-3342.45+5696.61j,+1.83068e+06+541760j
2013-08-28 06:24:30 PST,+116.605-34.1147j,-50.3333-49.1909j,-23.4514+95.5254j,+6604.41+45.831j,-3262.47-5742.56j,-3341.93+5696.67j,+1.83778e+06+544854j
2013-08-28 06:25:00 PST,+112.652-32.0419j,-49.6984-48.8186j,-23.3765+93.4804j,+6604.89+46.587j,-3262.06-5743.36j,-3342.82+5696.71j,+1.79573e+06+522387j
2013-08-28 06:25:30 PST,+113.485-32.157j,-50.5143-49.3952j,-23.3963+93.5296j,+6605.22+47.2735j,-3261.63-5743.98j,-3343.58+5696.65j,+1.80759e+06+526257j
2013-08-28 06:26:00 PST,+116.519-33.6294j,-53.16-51.2981j,-23.2507+93.3353j,+6604.99+46.688j,-3262.02-5743.49j,-3342.96+5696.74j,+1.84551e+06+545113j
2013-08-28 06:26:30 PST,+119.339-35.0036j,-52.6979-50.9953j,-23.1424+91.5489j,+6604.61+45.816j,-3262.58-5742.73j,-3342.03+5696.85j,+1.85025e+06+547026j
2013-08-28 06:27:00 PST,+121.22-36.0409j,-52.5032-50.8709j,-23.0644+89.1856j,+6604.74+46.1117j,-3262.39-5743j,-3342.36+5696.82j,+1.84756e+06+545892j
2013-08-28 06:27:30 PST,+120.945-35.8886j,-55.0434-52.5555j,-23.2757+92.3411j,+6604.83+46.3231j,-3262.26-5743.17j,-3342.58+5696.79j,+1.88241e+06+563375j
2013-08-28 06:28:00 PST,+119.364-35.1134j,-55.8307-53.0591j,-23.1477+91.0878j,+6604.53+45.6286j,-3262.71-5742.56j,-3341.83+5696.88j,+1.86987e+06+557379j
2013-08-28 06:28:30 PST,+123.829-37.4387j,-56.1067-53.2242j,-23.1776+91.5382j,+6604.11+44.7196j,-3263.28-5741.75j,-3340.84+5696.96j,+1.90372e+06+575024j
2013-08-28 06:29:00 PST,+120.543-35.6784j,-57.8993-54.3758j,-23.1466+91.854j,+6604.26+45.0365j,-3263.09-5742.03j,-3341.18+5696.94j,+1.89627e+06+571121j
2013-08-28 06:29:30 PST,+117.024-33.9609j,-54.6683-52.2688j,-23.2272+92.785j,+6604.6+45.807j,-3262.59-5742.71j,-3342.01+5696.85j,+1.85607e+06+550838j
2013-08-28 06:30:00 PST,+116.791-33.6327j,-54.8908-52.4323j,-23.113+90.4021j,+6604.82+45.9965j,-3262.54-5743j,-3342.29+5696.94j,+1.84231e+06+542162j
2013-08-28 06:30:30 PST,+117.761-34.0886j,-54.5115-52.1612j,-22.9465+88.8457j,+6605.02+46.442j,-3262.25-5743.4j,-3342.78+5696.89j,+1.83649e+06+539811j
2013-08-28 06:31:00 PST,+122.231-36.2586j,-56.4838-53.4289j,-23.0628+90.6922j,+6604.55+45.3831j,-3262.93-5742.46j,-3341.63+5697.01j,+1.89049e+06+566711j
2013-08-28 06:31:30 PST,+118.774-34.3813j,-58.5123-54.7645j,-23.1528+91.8432j,+6604.43+45.0639j,-3263.15-5742.19j,-3341.28+5697.07j,+1.88889e+06+564677j
2013-08-28 06:32:00 PST,+117.231-33.6079j,-55.0295-52.5302j,-23.0968+90.7969j,+6604.69+45.6266j,-3262.79-5742.7j,-3341.9+5697.01j,+1.84841e+06+543793j
2013-08-28 06:32:30 PST,+121.973-36.5699j,-52.5789-50.9226j,-23.1467+90.4117j,+6604.61+45.588j,-3262.78-5742.62j,-3341.84+5696.96j,+1.86032e+06+553157j
2013-08-28 06:33:00 PST,+124.603-37.9454j,-52.0951-50.5872j,-23.129+89.6972j,+6604.75+45.8961j,-3262.58-5742.9j,-3342.18+5696.93j,+1.87002e+06+558491j
2013-08-28 06:33:30 PST,+125.798-38.6398j,-51.2492-50.0479j,-23.1784+90.7941j,+6604.69+45.776j,-3262.66-5742.8j,-3342.05+5696.94j,+1.87842e+06+563379j
2013-08-28 06:34:00 PST,+128.461-39.8767j,-50.8759-49.8078j,-23.153+91.9204j,+6604.47+45.3021j,-3262.95-5742.37j,-3341.53+5696.99j,+1.89967e+06+574065j
2013-08-28 06:34:30 PST,+122.028-36.1173j,-49.5827-49.0049j,-23.609+101.086j,+6604.46+45.1414j,-3263.09-5742.27j,-3341.36+5697.05j,+1.90227e+06+572117j
2013-08-28 06:35:00 PST,+123.059-36.5442j,-50.0888-49.4149j,-23.4383+97.6434j,+6604.55+45.1129j,-3263.16-5742.34j,-3341.39+5697.15j,+1.89291e+06+566022j
2013-08-28 06:35:30 PST,+123.133-36.4894j,-50.1597-49.4818j,-23.4624+96.304j,+6604.51+44.9872j,-3263.25-5742.24j,-3341.26+5697.17j,+1.88647e+06+561199j
2013-08-28 06:36:00 PST,+118.919-34.2376j,-53.3248-51.5972j,-23.2793+93.1157j,+6604.93+45.8885j,-3262.68-5743.04j,-3342.24+5697.09j,+1.86248e+06+548086j
2013-08-28 06:36:30 PST,+117.869-33.6873j,-54.3391-52.2638j,-23.3209+96.205j,+6604.72+45.4323j,-3262.97-5742.63j,-3341.74+5697.13j,+1.88043e+06+557994j
2013-08-28 06:37:00 PST,+116.424-32.9269j,-52.351-51.018j,-23.2564+95.1697j,+6605.05+46.1574j,-3262.51-5743.28j,-3342.53+5697.06j,+1.8512e+06+542692j
2013-08-28 06:37:30 PST,+115.428-32.43j,-50.5969-49.8701j,-23.1966+91.6464j,+6605.24+46.5757j,-3262.24-5743.65j,-3342.99+5697.01j,+1.81207e+06+521728j
2013-08-28 06:38:00 PST,+121.515-35.5403j,-49.6536-49.2785j,-23.4536+94.3253j,+6605.35+46.785j,-3262.11-5743.87j,-3343.24+5697.01j,+1.86179e+06+546630j
2013-08-28 06:38:30 PST,+120.103-34.7977j,-49.4336-48.9849j,-23.5501+95.8149j,+6605.12+46.253j,-3262.46-5743.4j,-3342.66+5697.07j,+1.85889e+06+545614j
2013-08-28 06:39:00 PST,+119.317-34.347j,-49.4555-49.0089j,-23.6214+93.9725j,+6605.19+46.3793j,-3262.38-5743.51j,-3342.8+5697.07j,+1.84368e+06+536124j
2013-08-28 06:39:30 PST,+121.457-35.5195j,-51.9452-50.2684j,-23.6827+94.3319j,+6605.23+46.5297j,-3262.27-5743.62j,-3342.95+5697.03j,+1.87536e+06+555056j
2013-08-28 06:40:00 PST,+126.332-37.904j,-52.6841-50.7195j,-23.841+96.45j,+6604.13+45.5297j,-3262.59-5742.19j,-3341.55+5696.58j,+1.92482e+06+579600j
2013-08-28 06:40:30 PST,+127.905-38.6831j,-53.1112-51.0036j,-23.8686+96.5584j,+6604.17+45.5721j,-3262.57-5742.24j,-3341.6+5696.59j,+1.93891e+06+586563j
2013-08-28 06:41:00 PST,+122.149-35.717j,-55.3837-52.5352j,-23.7649+95.0178j,+6604.3+45.8611j,-3262.39-5742.49j,-3341.91+5696.56j,+1.90813e+06+570300j
2013-08-28 06:41:30 PST,+126.352-37.9265j,-52.9003-51.3182j,-23.9917+95.8046j,+6604.19+45.5283j,-3262.62-5742.23j,-3341.57+5696.63j,+1.92594e+06+576028j
2013-08-28 06:42:00 PST,+122.179-35.723j,-54.9941-52.7153j,-23.957+94.6841j,+6604.21+45.5113j,-3262.65-5742.24j,-3341.57+5696.66j,+1.90684e+06+565199j
2013-08-28 06:42:30 PST,+115.921-32.4651j,-53.9976-52.0744j,-24.0375+95.9013j,+6604.53+46.1914j,-3262.22-5742.84j,-3342.3+5696.59j,+1.86596e+06+543592j
2013-08-28 06:43:00 PST,+114.663-31.9504j,-52.1376-50.863j,-24.0241+95.2519j,+6604.76+46.6867j,-3261.91-5743.29j,-3342.84+5696.55j,+1.84094e+06+531467j
2013-08-28 06:43:30 PST,+116.876-32.871j,-52.2618-50.9549j,-23.9613+93.8387j,+6605.04+47.2954j,-3261.52-5743.84j,-3343.51+5696.48j,+1.84821e+06+533890j
2013-08-28 06:44:00 PST,+116.852-32.9336j,-51.4961-50.5299j,-24.0039+95.5256j,+6604.72+46.6027j,-3261.96-5743.22j,-3342.75+5696.55j,+1.85283e+06+536469j
2013-08-28 06:44:30 PST,+122.866-36.3701j,-55.1709-52.7581j,-23.8266+102.012j,+6604.01+45.2394j,-3262.78-5741.92j,-3341.22+5696.62j,+1.95344e+06+595510j
2013-08-28 06:45:00 PST,+122.922-36.36j,-55.8956-53.2679j,-23.7406+99.6447j,+6604.81+45.7455j,-3262.74-5742.87j,-3342.06+5697.05j,+1.94552e+06+590742j
2013-08-28 06:45:30 PST,+120.085-34.5671j,-53.4041-51.6726j,-23.8432+100.624j,+6604.91+45.9586j,-3262.61-5743.06j,-3342.29+5697.04j,+1.91551e+06+572427j
2013-08-28 06:46:00 PST,+121.037-34.9282j,-57.2356-54.1961j,-24.1643+106.233j,+6604.98+46.0199j,-3262.59-5743.14j,-3342.37+5697.06j,+1.98181e+06+605565j
2013-08-28 06:46:30 PST,+128.715-38.9728j,-54.2303-52.2267j,-24.531+102.934j,+6604.65+45.1329j,-3263.19-5742.44j,-3341.46+5697.23j,+1.99364e+06+608392j
2013-08-28 06:47:00 PST,+127.765-38.3454j,-55.6487-53.0997j,-24.3049+99.3067j,+6604.65+45.1177j,-3263.21-5742.43j,-3341.45+5697.24j,+1.97562e+06+598663j
2013-08-28 06:47:30 PST,+126.902-37.8798j,-55.2063-52.7348j,-24.3105+98.1443j,+6604.66+45.1015j,-3263.22-5742.42j,-3341.43+5697.25j,+1.9598e+06+590279j
2013-08-28 06:48:00 PST,+123.287-35.9322j,-51.7982-50.7757j,-24.1409+94.5445j,+6605.27+46.4399j,-3262.37-5743.62j,-3342.9+5697.11j,+1.89263e+06+553447j
2013-08-28 06:48:30 PST,+123.048-35.7156j,-54.2297-52.37j,-24.3249+97.1457j,+6605.43+46.7595j,-3262.18-5743.92j,-3343.25+5697.09j,+1.9236e+06+568523j
2013-08-28 06:49:00 PST,+120.735-34.5378j,-52.2436-51.0565j,-24.3742+98.9535j,+6605.37+46.5938j,-3262.29-5743.78j,-3343.07+5697.12j,+1.90481e+06+559221j
2013-08-28 06:49:30 PST,+118.094-33.187j,-52.093-51.0029j,-24.2195+96.41j,+6605.58+47.0761j,-3261.98-5744.2j,-3343.59+5697.06j,+1.87165e+06+542017j
2013-08-28 06:50:00 PST,+121.267-34.775j,-51.3243-50.5146j,-24.2716+96.6494j,+6604.77+48.019j,-3260.75-5743.97j,-3344.01+5695.89j,+1.88845e+06+550542j
2013-08-28 06:50:30 PST,+127.174-38.1294j,-55.1027-52.9614j,-24.2486+97.2503j,+6604.32+47.0361j,-3261.38-5743.1j,-3342.95+5695.99j,+1.95698e+06+588516j
2013-08-28 06:51:00 PST,+129.958-39.6033j,-56.9996-54.2191j,-24.1494+95.1905j,+6603.77+45.8766j,-3262.11-5742.04j,-3341.67+5696.09j,+1.97658e+06+598457j
2013-08-28 06:51:30 PST,+126.046-37.5456j,-55.0627-52.9946j,-24.2056+97.0158j,+6603.95+46.2552j,-3261.87-5742.38j,-3342.08+5696.06j,+1.94809e+06+583467j
2013-08-28 06:52:00 PST,+125.933-37.5588j,-52.1304-51.0964j,-24.2601+98.2583j,+6603.98+46.3278j,-3261.82-5742.45j,-3342.16+5696.05j,+1.93415e+06+576769j
2013-08-28 06:52:30 PST,+119.864-34.1327j,-50.1352-49.791j,-24.3904+99.0821j,+6604.22+46.8566j,-3261.49-5742.92j,-3342.72+5695.99j,+1.88537e+06+548843j
2013-08-28 06:53:00 PST,+120.331-34.2599j,-50.0077-49.7241j,-24.2826+96.1453j,+6604.88+48.23j,-3260.62-5744.18j,-3344.25+5695.87j,+1.87064e+06+540430j
2013-08-28 06:53:30 PST,+124.642-36.7508j,-50.4325-49.9985j,-24.4318+96.8387j,+6604.75+47.9478j,-3260.8-5743.93j,-3343.95+5695.91j,+1.90639e+06+560013j
2013-08-28 06:54:00 PST,+124.257-36.5271j,-51.0374-50.4063j,-24.2699+93.9551j,+6604.45+47.3078j,-3261.21-5743.35j,-3343.24+5695.97j,+1.89117e+06+551735j
2013-08-28 06:54:30 PST,+120.451-34.5471j,-52.9961-51.7648j,-24.2461+95.937j,+6604.6+47.6126j,-3261.02-5743.62j,-3343.57+5695.94j,+1.89155e+06+552157j
2013-08-28 06:55:00 PST,+120.121-34.3268j,-52.7797-51.6563j,-24.2724+95.392j,+6604.92+48.9463j,-3260.03-5744.57j,-3344.89+5695.56j,+1.88501e+06+548232j
2013-08-28 06:55:30 PST,+117.376-32.8457j,-54.0204-52.5226j,-24.6089+104.183j,+6604.8+48.6469j,-3260.23-5744.3j,-3344.55+5695.6j,+1.92716e+06+570005j
2013-08-28 06:56:00 PST,+117.649-32.8317j,-53.0576-51.8852j,-24.7795+104.497j,+6604.54+47.9892j,-3260.67-5743.75j,-3343.85+5695.7j,+1.9245e+06+566338j
2013-08-28 06:56:30 PST,+119.591-33.8257j,-54.9029-53.0682j,-24.6529+102.47j,+6604.46+47.828j,-3260.77-5743.61j,-3343.68+5695.72j,+1.93812e+06+573630j
2013-08-28 06:57:00 PST,+122.046-34.9312j,-53.3724-52.0277j,-24.4258+97.7974j,+6604.42+47.7028j,-3260.85-5743.51j,-3343.56+5695.74j,+1.91594e+06+561281j
2013-08-28 06:57:30 PST,+122.379-35.0239j,-52.7704-51.6896j,-24.8247+102.019j,+6604.75+48.3882j,-3260.42-5744.14j,-3344.31+5695.68j,+1.93964e+06+571625j
2013-08-28 06:58:00 PST,+126.545-37.2575j,-55.996-53.9415j,-24.8923+103.164j,+6604.11+46.971j,-3261.33-5742.88j,-3342.77+5695.84j,+1.99718e+06+600725j
2013-08-28 06:58:30 PST,+127.215-37.6346j,-57.0885-54.6861j,-24.872+102.005j,+6603.88+46.4091j,-3261.71-5742.4j,-3342.17+5695.92j,+2.00274e+06+603143j
2013-08-28 06:59:00 PST,+127.296-37.6504j,-58.0635-55.342j,-24.7835+100.115j,+6603.9+46.4314j,-3261.7-5742.43j,-3342.21+5695.93j,+1.99917e+06+600906j
2013-08-28 06:59:30 PST,+128.044-38.089j,-54.1711-52.8135j,-25.0632+105.051j,+6603.97+46.5957j,-3261.58-5742.58j,-3342.38+5695.9j,+2.00592e+06+604695j
2013-08-28 07:00:00 PST,+130.02-39.2175j,-52.2321-51.653j,-24.8212+103.182j,+6604.63+46.359j,-3262.12-5743.04j,-3342.51+5696.6j,+1.9947e+06+600008j
2013-08-28 07:00:30 PST,+127.761-38.0486j,-53.15-52.2916j,-24.5957+100.683j,+6604.54+47.3959j,-3261.18-5743.47j,-3343.36+5696j,+1.97139e+06+588604j
2013-08-28 07:01:00 PST,+123.626-36.0405j,-51.8015-51.2556j,-24.5953+100.32j,+6604.83+48.0804j,-3260.73-5744.06j,-3344.09+5695.9j,+1.93179e+06+569793j
2013-08-28 07:01:30 PST,+120.781-34.4258j,-53.4277-52.3461j,-24.4873+98.4178j,+6605.43+49.4282j,-3259.86-5745.24j,-3345.55+5695.75j,+1.91351e+06+559470j
2013-08-28 07:02:00 PST,+119.467-33.6685j,-54.4435-53.0403j,-24.2224+93.7932j,+6605.61+49.7861j,-3259.65-5745.58j,-3345.96+5695.73j,+1.88496e+06+544129j
2013-08-28 07:02:30 PST,+118.921-33.273j,-57.5799-55.0016j,-24.4746+97.9342j,+6605.35+49.199j,-3260.03-5745.05j,-3345.32+5695.8j,+1.92727e+06+565342j
2013-08-28 07:03:00 PST,+121.294-34.4515j,-60.6245-57.162j,-24.5548+98.785j,+6605.21+48.8241j,-3260.29-5744.75j,-3344.93+5695.87j,+1.97033e+06+585957j
2013-08-28 07:03:30 PST,+125.446-36.5879j,-58.8638-56.0462j,-24.5146+98.6432j,+6604.96+48.2597j,-3260.64-5744.25j,-3344.32+5695.93j,+1.98453e+06+593358j
2013-08-28 07:04:00 PST,+129.355-38.4669j,-57.7376-55.3912j,-24.5714+99.422j,+6604.78+47.8073j,-3260.94-5743.88j,-3343.84+5696j,+2.00744e+06+603753j
2013-08-28 07:04:30 PST,+125.189-36.2818j,-56.2567-54.4183j,-24.5162+98.5495j,+6604.88+48.0123j,-3260.82-5744.06j,-3344.06+5695.98j,+1.96446e+06+581253j
2013-08-28 07:05:00 PST,+129.27-38.3067j,-54.47-53.2693j,-24.4032+97.386j,+6604.63+48.7322j,-3260.06-5744.22j,-3344.57+5695.41j,+1.97175e+06+585255j
2013-08-28 07:05:30 PST,+128.636-37.9994j,-55.8112-54.1709j,-24.3717+103.21j,+6604.45+48.3663j,-3260.29-5743.88j,-3344.16+5695.44j,+2.01017e+06+607488j
2013-08-28 07:06:00 PST,+127.468-37.4008j,-55.8378-54.1897j,-24.171+99.5195j,+6604.44+48.3929j,-3260.26-5743.88j,-3344.17+5695.41j,+1.98098e+06+592379j
2013-08-28 07:06:30 PST,+126.849-37.0648j,-59.5077-56.4674j,-23.8499+92.6527j,+6604.64+48.8463j,-3259.98-5744.27j,-3344.68+5695.36j,+1.9618e+06+582802j
2013-08-28 07:07:00 PST,+125.221-36.0861j,-59.5425-56.4976j,-23.8889+92.3409j,+6604.65+48.8849j,-3259.95-5744.3j,-3344.71+5695.35j,+1.94973e+06+575107j
2013-08-28 07:07:30 PST,+133.302-40.7721j,-56.334-54.4135j,-24.1282+94.4656j,+6604.98+49.5306j,-3259.54-5744.92j,-3345.45+5695.31j,+1.99339e+06+600784j
2013-08-28 07:08:00 PST,+130.774-39.496j,-53.8637-52.9515j,-24.445+100.164j,+6604.52+48.6171j,-3260.11-5744.07j,-3344.41+5695.37j,+1.99376e+06+599745j
2013-08-28 07:08:30 PST,+129.265-38.6798j,-55.7614-54.2131j,-24.5477+101.143j,+6604.42+48.3566j,-3260.28-5743.84j,-3344.13+5695.41j,+2.00318e+06+603669j
2013-08-28 07:09:00 PST,+129.441-38.7515j,-57.4165-55.309j,-24.4022+98.3403j,+6604.38+48.2461j,-3260.36-5743.75j,-3344.02+5695.43j,+1.99958e+06+601505j
2013-08-28 07:09:30 PST,+128.369-37.6199j,-58.9087-56.2472j,-24.3454+97.0543j,+6604.27+48.0025j,-3260.52-5743.53j,-3343.75+5695.46j,+1.99528e+06+595430j
2013-08-28 07:10:00 PST,+132.66-39.7677j,-58.4161-55.962j,-24.2537+97.7242j,+6604.58+48.3333j,-3260.39-5743.97j,-3344.21+5695.57j,+2.02385e+06+610815j
2013-08-28 07:10:30 PST,+132.352-39.6157j,-58.106-55.9103j,-24.2714+97.9291j,+6604.44+47.9773j,-3260.62-5743.67j,-3343.82+5695.62j,+2.02173e+06+608646j
2013-08-28 07:11:00 PST,+128.708-37.741j,-55.6552-54.29j,-24.2742+96.6681j,+6604.87+48.9306j,-3260.01-5744.52j,-3344.86+5695.51j,+1.97333e+06+583385j
2013-08-28 07:11:30 PST,+125.132-35.9139j,-55.5162-54.2237j,-24.6379+101.739j,+6604.76+48.6489j,-3260.2-5744.28j,-3344.55+5695.56j,+1.97905e+06+585355j
